"user_id","item_id"
47278196,125774927
62164715,127372719
62109026,254880382
112212988,264469913
62957039,89257477
62879735,209981868
130797629,92210758
130797629,79199643
130797629,62515998
130797629,43125253
130797629,387630320
130797629,357911376
130797629,350606029
130797629,194103506
130797629,192716051
130797629,187633154
130797629,133801038
38900936,19308573
38787188,100501963
47184224,251980421
37190474,119712112
37093106,380741282
36500483,323250000
36375425,74196434
36375425,350742991
43484740,222614344
43386565,306275925
41713750,377653215
41713750,298236869
41713750,106123013
41686678,28886898
47004938,85665232
45850880,335266981
45850880,312567052
64980390,27090454
64422168,382331577
64422168,365978782
64422168,233588594
64422168,231419380
64422168,174178790
64422168,113960265
64422168,109008791
6407585,43246658
6407585,371187217
6391361,292168994
41397277,51633287
121048688,208843421
119984067,293446440
119398002,147826354
118822821,278880014
